"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"07.03.2019","901,50","902,00","907,38","898,38","-","-0,06%"
"06.03.2019","902,00","913,75","916,12","901,12","-","-1,29%"
"05.03.2019","913,75","916,25","918,38","909,12","-","-0,27%"
"04.03.2019","916,25","914,88","924,38","913,12","-","0,62%"
"01.03.2019","910,62","910,00","917,88","900,62","-","0,07%"
"28.02.2019","910,00","916,50","918,12","909,88","-","-0,71%"
"27.02.2019","916,50","917,50","923,12","913,62","-","-0,11%"
"26.02.2019","917,50","924,00","924,00","912,38","-","-0,70%"
"25.02.2019","924,00","930,88","934,38","923,75","-","1,51%"
"22.02.2019","910,25","910,75","914,75","907,62","-","-0,05%"
"21.02.2019","910,75","902,25","916,12","900,00","-","0,89%"
"20.02.2019","902,75","901,75","904,88","893,12","-","0,11%"
"19.02.2019","901,75","907,25","911,12","894,88","-","-0,63%"
"18.02.2019","907,50","907,75","907,75","907,50","-","-0,03%"
"17.02.2019","907,75","907,50","907,75","907,50","-","0,01%"
"15.02.2019","907,62","905,75","909,38","901,38","-","0,21%"
"14.02.2019","905,75","917,50","918,12","903,12","-","-1,27%"
"13.02.2019","917,38","917,50","919,88","913,88","-","-0,01%"
"12.02.2019","917,50","905,75","919,62","905,75","-","1,30%"
"11.02.2019","905,75","914,25","918,88","903,62","-","-0,93%"
"10.02.2019","914,25","914,75","914,75","913,25","-","-0,25%"
"08.02.2019","916,50","913,12","917,62","908,12","-","0,38%"
"07.02.2019","913,00","921,25","921,38","910,62","-","-0,90%"
"06.02.2019","921,25","919,88","922,38","917,62","-","0,11%"
"05.02.2019","920,25","919,00","920,88","913,62","-","0,14%"
"04.02.2019","919,00","917,50","923,62","915,62","-","0,16%"
"03.02.2019","917,50","917,50","917,50","917,50","-","0,01%"
"01.02.2019","917,38","915,75","931,00","915,75","-","0,18%"
"31.01.2019","915,75","920,00","926,62","913,38","-","-0,46%"
"30.01.2019","920,00","919,50","923,88","917,38","-","0,05%"
"29.01.2019","919,50","923,00","923,00","916,88","-","-0,38%"
"28.01.2019","923,00","920,25","924,88","915,88","-","0,27%"
"27.01.2019","920,50","922,50","923,00","920,50","-","-0,31%"
"25.01.2019","923,38","916,25","925,88","913,38","-","0,78%"
"24.01.2019","916,25","915,12","919,38","909,62","-","0,14%"
"23.01.2019","915,00","911,00","918,12","910,00","-","0,52%"
"22.01.2019","910,25","915,00","919,38","899,88","-","-0,41%"
"21.01.2019","914,00","916,25","916,25","914,00","-","-0,11%"
"20.01.2019","915,00","915,00","915,00","915,00","-","-0,01%"
"18.01.2019","915,12","907,75","920,12","905,88","-","0,90%"
"17.01.2019","907,00","894,75","911,88","894,38","-","1,40%"
"16.01.2019","894,50","893,50","899,88","891,12","-","0,14%"
"15.01.2019","893,25","903,25","907,88","892,62","-","-1,13%"
"14.01.2019","903,50","910,25","911,00","901,62","-","-0,77%"
"11.01.2019","910,50","907,25","912,25","907,00","-","0,36%"
"10.01.2019","907,25","923,50","924,50","905,75","-","-1,79%"
"09.01.2019","923,75","918,50","926,38","917,50","-","0,57%"
"08.01.2019","918,50","923,25","925,62","914,62","-","-0,49%"
"07.01.2019","923,00","921,00","927,62","921,00","-","0,24%"
"06.01.2019","920,75","921,00","922,25","919,00","-","-0,15%"
"04.01.2019","922,12","910,50","922,38","910,25","-","1,28%"
"03.01.2019","910,50","905,25","913,25","904,25","-","0,41%"
"02.01.2019","906,75","894,00","910,50","892,25","-","1,43%"
"31.12.2018","894,00","893,25","901,75","892,00","-","1,27%"
"28.12.2018","882,75","868,00","886,38","868,00","-","1,47%"
"27.12.2018","870,00","870,50","875,75","867,00","-","-0,06%"
"26.12.2018","870,50","884,38","888,75","869,00","-","-1,55%"
"24.12.2018","884,25","881,12","886,50","879,50","-","0,11%"
"21.12.2018","883,25","895,50","895,50","883,25","-","-1,37%"
"20.12.2018","895,50","899,50","905,25","892,75","-","-0,39%"
"19.12.2018","899,00","906,88","909,88","899,00","-","-0,85%"
"18.12.2018","906,75","905,00","912,25","902,25","-","0,19%"
"17.12.2018","905,00","899,00","909,12","899,00","-","0,72%"
"16.12.2018","898,50","898,50","898,50","898,50","-","-0,19%"
"14.12.2018","900,25","906,00","910,12","900,00","-","-0,77%"
"13.12.2018","907,25","919,00","919,88","905,00","-","-1,22%"
"12.12.2018","918,50","914,75","928,00","914,00","-","0,49%"
"11.12.2018","914,00","906,00","917,12","906,00","-","0,55%"
"10.12.2018","909,00","914,00","916,38","908,50","-","-0,36%"
"09.12.2018","912,25","914,75","915,00","912,25","-","-0,41%"
"07.12.2018","916,00","909,75","917,88","907,50","-","0,69%"
"06.12.2018","909,75","911,50","912,00","897,00","-","-0,22%"
"05.12.2018","911,75","910,50","916,75","908,50","-","0,14%"
"04.12.2018","910,50","904,75","913,00","899,50","-","0,64%"
"03.12.2018","904,75","919,25","923,25","904,50","-","1,29%"
"30.11.2018","893,25","888,75","896,50","886,50","-","0,51%"
"29.11.2018","888,75","890,75","894,00","882,50","-","-0,22%"
"28.11.2018","890,75","877,00","894,75","874,00","-","1,57%"
"27.11.2018","877,00","862,50","880,00","858,25","-","1,68%"
"26.11.2018","862,50","881,00","883,00","857,25","-","-2,07%"
"23.11.2018","880,75","884,50","884,50","880,00","-","-0,42%"
"22.11.2018","884,50","884,50","884,50","884,50","-","0,00%"
"21.11.2018","884,50","881,25","889,00","876,00","-","0,37%"
"20.11.2018","881,25","874,00","885,75","870,75","-","0,83%"
"19.11.2018","874,00","891,50","891,50","871,50","-","-2,07%"
"16.11.2018","892,50","889,00","894,75","881,75","-","0,39%"
"15.11.2018","889,00","883,00","897,25","883,00","-","0,68%"
"14.11.2018","883,00","878,25","887,25","878,25","-","0,54%"
"13.11.2018","878,25","881,50","890,75","877,25","-","-0,37%"
"12.11.2018","881,50","886,00","887,00","879,50","-","-0,51%"
"09.11.2018","886,00","879,00","888,50","874,00","-","0,80%"
"08.11.2018","879,00","879,50","884,00","864,50","-","-0,06%"
"07.11.2018","879,50","884,75","888,00","876,75","-","-0,59%"
"06.11.2018","884,75","885,50","889,00","878,50","-","-0,08%"
"05.11.2018","885,50","886,75","892,75","881,75","-","-0,14%"
"04.11.2018","886,75","886,75","886,75","886,75","-","0,00%"
"02.11.2018","886,75","880,50","900,75","878,75","-","0,68%"
"01.11.2018","880,75","849,75","888,50","845,75","-","3,62%"
"31.10.2018","850,00","846,00","855,00","844,75","-","0,44%"
"30.10.2018","846,25","851,75","855,00","846,00","-","-0,65%"
"29.10.2018","851,75","859,75","865,50","850,50","-","-0,90%"
"28.10.2018","859,50","858,50","859,75","858,50","-","1,75%"
"26.10.2018","844,75","841,00","849,25","841,00","-","0,45%"
"25.10.2018","841,00","850,00","850,75","840,00","-","-1,15%"
"24.10.2018","850,75","855,75","856,75","850,00","-","-0,58%"
"23.10.2018","855,75","856,50","862,75","851,25","-","-0,12%"
"22.10.2018","856,75","856,25","862,75","855,75","-","0,06%"
"21.10.2018","856,25","855,75","856,25","855,50","-","0,00%"
"19.10.2018","856,25","865,75","866,25","856,25","-","-1,04%"
"18.10.2018","865,25","882,75","883,75","862,75","-","-1,95%"
"17.10.2018","882,50","883,00","889,75","882,00","-","0,00%"
"16.10.2018","882,50","890,75","891,00","879,25","-","-0,93%"
"15.10.2018","890,75","867,50","892,00","863,50","-","2,68%"
"14.10.2018","867,50","867,00","867,50","867,00","-","0,00%"
"12.10.2018","867,50","859,75","868,00","858,75","-","0,90%"
"11.10.2018","859,75","851,25","863,50","847,00","-","0,91%"
"10.10.2018","852,00","862,50","864,75","847,25","-","-1,22%"
"09.10.2018","862,50","869,50","872,50","859,50","-","-0,78%"
"08.10.2018","869,25","872,25","874,75","862,75","-","-0,32%"
"07.10.2018","872,00","872,25","872,75","871,75","-","0,32%"
"05.10.2018","869,25","859,75","870,25","851,50","-","1,13%"
"04.10.2018","859,50","860,50","868,25","858,50","-","-0,12%"
"03.10.2018","860,50","866,75","870,25","860,50","-","-0,72%"
"02.10.2018","866,75","855,50","867,25","853,00","-","1,32%"
"01.10.2018","855,50","845,50","864,00","843,00","-","1,18%"
"30.09.2018","845,50","845,00","845,50","845,00","-","0,15%"
"28.09.2018","844,25","853,75","859,25","842,00","-","-1,20%"
"27.09.2018","854,50","847,75","859,00","846,50","-","0,80%"
"26.09.2018","847,75","846,50","854,00","846,00","-","0,15%"
"25.09.2018","846,50","841,25","858,00","837,25","-","0,65%"
"24.09.2018","841,00","843,50","845,25","838,50","-","-0,30%"
"23.09.2018","843,50","844,50","844,50","843,50","-","-0,74%"
"21.09.2018","849,75","846,25","849,75","841,25","-","0,38%"
"20.09.2018","846,50","830,00","854,75","825,25","-","1,99%"
"19.09.2018","830,00","814,50","831,75","813,50","-","1,93%"
"18.09.2018","814,25","821,50","825,25","812,25","-","-0,85%"
"17.09.2018","821,25","827,50","829,75","820,75","-","-0,88%"
"16.09.2018","828,50","827,75","828,50","827,50","-","-0,24%"
"14.09.2018","830,50","835,25","838,00","829,50","-","-0,42%"
"13.09.2018","834,00","839,25","846,25","832,00","-","-0,54%"
"12.09.2018","838,50","831,25","844,00","821,25","-","0,84%"
"11.09.2018","831,50","847,00","849,50","830,75","-","-1,80%"
"10.09.2018","846,75","842,50","851,25","840,50","-","0,50%"
"09.09.2018","842,50","841,75","842,50","841,25","-","-0,30%"
"07.09.2018","845,00","838,25","847,00","835,25","-","0,78%"
"06.09.2018","838,50","838,75","842,75","834,75","-","-0,03%"
"05.09.2018","838,75","845,25","849,25","837,25","-","-0,74%"
"04.09.2018","845,00","846,75","851,25","837,00","-","-0,12%"
"03.09.2018","846,00","845,50","846,50","845,50","-","0,06%"
"31.08.2018","845,50","829,50","846,25","829,00","-","1,93%"
"30.08.2018","829,50","836,00","844,50","829,00","-","-0,84%"
"29.08.2018","836,50","833,75","843,75","832,00","-","0,33%"
"28.08.2018","833,75","847,75","850,25","833,00","-","-1,59%"
"27.08.2018","847,25","851,00","853,25","838,25","-","-0,91%"
"24.08.2018","855,00","854,50","860,50","853,50","-","0,06%"
"23.08.2018","854,50","867,75","873,50","853,75","-","-1,53%"
"22.08.2018","867,75","885,00","885,25","867,75","-","-1,95%"
"21.08.2018","885,00","888,75","894,50","884,50","-","-0,34%"
"20.08.2018","888,00","903,00","906,00","888,00","-","0,20%"
"17.08.2018","886,25","886,50","887,50","871,00","-","0,08%"
"16.08.2018","885,50","859,00","888,25","854,75","-","3,08%"
"15.08.2018","859,00","870,75","872,25","856,50","-","-1,12%"
"14.08.2018","868,75","855,75","869,25","853,25","-","1,67%"
"13.08.2018","854,50","846,00","859,25","839,75","-","0,53%"
"10.08.2018","850,00","892,75","892,75","849,75","-","-4,79%"
"09.08.2018","892,75","898,50","903,50","891,50","-","-0,78%"
"08.08.2018","899,75","893,00","903,00","888,00","-","0,78%"
"07.08.2018","892,75","887,75","897,50","885,75","-","0,56%"
"06.08.2018","887,75","890,50","892,50","877,00","-","-0,53%"
"03.08.2018","892,50","887,75","893,00","873,25","-","0,48%"
"02.08.2018","888,25","887,75","893,00","876,00","-","0,06%"
"01.08.2018","887,75","901,00","904,25","887,50","-","-1,55%"
"31.07.2018","901,75","881,00","911,50","878,50","-","2,36%"
"30.07.2018","881,00","884,25","886,25","876,25","-","1,24%"
"27.07.2018","870,25","859,00","873,75","859,00","-","1,28%"
"26.07.2018","859,25","873,00","881,00","858,25","-","-1,52%"
"25.07.2018","872,50","859,25","872,50","852,00","-","1,54%"
"24.07.2018","859,25","845,25","862,75","842,50","-","1,63%"
"23.07.2018","845,50","853,25","854,50","845,50","-","-0,56%"
"22.07.2018","850,25","850,25","850,25","850,25","-","0,00%"
"20.07.2018","850,25","848,00","853,25","841,25","-","0,24%"
"19.07.2018","848,25","843,00","848,25","836,75","-","0,65%"
"18.07.2018","842,75","840,00","847,25","835,00","-","0,39%"
"17.07.2018","839,50","835,50","843,50","830,25","-","0,57%"
"16.07.2018","834,75","817,75","838,00","810,75","-","1,92%"
"13.07.2018","819,00","837,50","837,75","811,75","-","-2,24%"
"12.07.2018","837,75","836,25","841,25","822,25","-","0,18%"
"11.07.2018","836,25","849,50","850,50","831,75","-","-1,44%"
"10.07.2018","848,50","855,00","865,00","846,75","-","-0,82%"
"09.07.2018","855,50","875,50","879,50","850,50","-","-2,51%"
"06.07.2018","877,50","839,25","880,75","837,00","-","4,56%"
"05.07.2018","839,25","847,75","850,75","837,75","-","-1,06%"
"03.07.2018","848,25","855,75","857,50","847,00","-","-0,88%"
"02.07.2018","855,75","865,25","868,00","850,50","-","-0,81%"
"29.06.2018","862,75","868,75","881,75","862,50","-","-0,72%"
"28.06.2018","869,00","870,75","875,00","865,25","-","-0,34%"
"27.06.2018","872,00","871,75","883,50","871,25","-","0,00%"
"26.06.2018","872,00","880,00","886,25","868,00","-","-0,85%"
"25.06.2018","879,50","901,25","904,25","876,75","-","-1,90%"
"22.06.2018","896,50","882,75","897,50","880,00","-","1,67%"
"21.06.2018","881,75","890,50","891,25","878,25","-","-1,01%"
"20.06.2018","890,75","892,50","895,25","877,00","-","-0,20%"
"19.06.2018","892,50","904,00","905,75","842,50","-","-1,35%"
"18.06.2018","904,75","905,25","914,00","897,50","-","0,06%"
"15.06.2018","904,25","925,25","929,50","903,00","-","-2,27%"
"14.06.2018","925,25","934,25","937,75","924,00","-","-0,96%"
"13.06.2018","934,25","956,00","958,25","934,25","-","-2,20%"
"12.06.2018","955,25","955,75","963,25","952,00","-","-0,10%"
"11.06.2018","956,25","967,00","972,25","953,25","-","-1,34%"
"08.06.2018","969,25","975,00","976,25","962,75","-","-0,62%"
"07.06.2018","975,25","995,50","998,25","973,00","-","-2,03%"
"06.06.2018","995,50","1.004,75","1.008,25","993,75","-","-0,95%"
"05.06.2018","1.005,00","1.002,25","1.006,50","997,25","-","0,27%"
"04.06.2018","1.002,25","1.013,00","1.014,50","1.001,25","-","-2,15%"
"01.06.2018","1.024,25","1.021,50","1.026,50","1.015,00","-","0,27%"
"31.05.2018","1.021,50","1.024,75","1.030,50","1.014,25","-","-0,24%"
"30.05.2018","1.024,00","1.028,75","1.031,75","1.015,00","-","-0,51%"
"29.05.2018","1.029,25","1.045,75","1.049,50","1.028,00","-","-1,58%"
"28.05.2018","1.045,75","1.045,50","1.045,75","1.045,50","-","0,36%"
"25.05.2018","1.042,00","1.035,75","1.044,00","1.035,50","-","0,60%"
"24.05.2018","1.035,75","1.039,25","1.050,75","1.035,50","-","-0,34%"
"23.05.2018","1.039,25","1.030,75","1.039,75","1.027,75","-","0,87%"
"22.05.2018","1.030,25","1.022,25","1.035,75","1.020,25","-","0,73%"
"21.05.2018","1.022,75","1.016,75","1.027,00","1.011,75","-","2,48%"
"20.05.2018","998,00","998,00","998,00","998,00","-","0,00%"
"18.05.2018","998,00","997,00","1.007,50","993,25","-","0,08%"
"17.05.2018","997,25","1.000,75","1.007,25","992,50","-","-0,35%"
"16.05.2018","1.000,75","1.018,00","1.018,50","998,75","-","-1,69%"
"15.05.2018","1.018,00","1.017,25","1.025,25","1.005,25","-","0,07%"
"14.05.2018","1.017,25","1.002,75","1.025,75","1.002,00","-","1,52%"
"11.05.2018","1.002,00","1.021,50","1.022,25","1.002,00","-","-1,88%"
"10.05.2018","1.021,25","1.018,00","1.033,25","1.014,25","-","0,32%"
"09.05.2018","1.018,00","1.022,50","1.023,75","1.011,25","-","-0,39%"
"08.05.2018","1.022,00","1.013,50","1.023,25","1.011,25","-","0,84%"
"07.05.2018","1.013,50","1.034,50","1.040,00","1.011,00","-","-2,08%"
"06.05.2018","1.035,00","1.035,00","1.035,00","1.035,00","-","-0,14%"
"04.05.2018","1.036,50","1.049,50","1.052,50","1.036,25","-","-1,26%"
"03.05.2018","1.049,75","1.042,00","1.055,50","1.034,00","-","0,70%"
"02.05.2018","1.042,50","1.054,50","1.054,75","1.039,75","-","-1,16%"
"01.05.2018","1.054,75","1.049,00","1.055,25","1.041,00","-","0,55%"
"30.04.2018","1.049,00","1.058,00","1.067,50","1.047,00","-","0,33%"
"27.04.2018","1.045,50","1.029,50","1.046,75","1.019,00","-","1,70%"
"26.04.2018","1.028,00","1.028,50","1.034,50","1.024,00","-","-0,02%"
"25.04.2018","1.028,25","1.023,25","1.033,25","1.020,50","-","0,54%"
"24.04.2018","1.022,75","1.020,75","1.026,25","1.016,25","-","0,20%"
"23.04.2018","1.020,75","1.026,75","1.033,25","1.017,25","-","-0,85%"
"22.04.2018","1.029,50","1.029,50","1.029,50","1.029,50","-","0,00%"
"20.04.2018","1.029,50","1.036,75","1.038,50","1.027,75","-","-0,70%"
"19.04.2018","1.036,75","1.041,50","1.044,75","1.032,75","-","-0,48%"
"18.04.2018","1.041,75","1.046,25","1.052,50","1.039,25","-","-0,41%"
"17.04.2018","1.046,00","1.043,25","1.049,00","1.040,25","-","0,31%"
"16.04.2018","1.042,75","1.054,75","1.058,75","1.041,50","-","-0,90%"
"13.04.2018","1.052,25","1.060,50","1.067,25","1.051,75","-","-0,78%"
"12.04.2018","1.060,50","1.047,75","1.061,75","1.047,50","-","1,22%"
"11.04.2018","1.047,75","1.051,00","1.058,50","1.047,25","-","-0,26%"
"10.04.2018","1.050,50","1.046,25","1.063,00","1.045,00","-","0,36%"
"09.04.2018","1.046,75","1.039,00","1.056,75","1.038,75","-","1,16%"
"06.04.2018","1.034,75","1.012,00","1.037,00","1.005,25","-","2,60%"
"05.04.2018","1.008,50","1.015,75","1.034,00","1.004,75","-","-0,66%"
"04.04.2018","1.015,25","1.038,75","1.041,50","983,50","-","-2,26%"
"03.04.2018","1.038,75","1.035,75","1.048,75","1.035,75","-","0,22%"
"02.04.2018","1.036,50","1.046,00","1.060,50","1.035,25","-","-0,79%"
"29.03.2018","1.044,75","1.020,25","1.050,50","1.012,50","-","2,45%"
"28.03.2018","1.019,75","1.019,00","1.023,25","1.015,25","-","0,07%"
"27.03.2018","1.019,00","1.026,75","1.031,00","1.017,25","-","-0,80%"
"26.03.2018","1.027,25","1.026,50","1.040,25","1.025,25","-","-0,05%"
"23.03.2018","1.027,75","1.026,75","1.034,25","1.009,25","-","-0,12%"
"22.03.2018","1.029,00","1.032,00","1.035,50","1.022,25","-","-0,07%"
"21.03.2018","1.029,75","1.029,50","1.037,25","1.025,00","-","0,19%"
"20.03.2018","1.027,75","1.022,75","1.029,75","1.022,25","-","0,49%"
"19.03.2018","1.022,75","1.045,25","1.045,25","1.022,00","-","-2,39%"
"16.03.2018","1.047,75","1.042,00","1.050,00","1.040,75","-","0,65%"
"15.03.2018","1.041,00","1.031,00","1.046,00","1.027,75","-","0,97%"
"14.03.2018","1.031,00","1.048,75","1.054,00","1.031,00","-","-1,67%"
"13.03.2018","1.048,50","1.042,00","1.052,00","1.041,75","-","0,67%"
"12.03.2018","1.041,50","1.036,25","1.044,75","1.032,00","-","0,46%"
"09.03.2018","1.036,75","1.062,00","1.065,00","1.036,75","-","-2,38%"
"08.03.2018","1.062,00","1.063,50","1.069,25","1.056,75","-","-0,14%"
"07.03.2018","1.063,50","1.074,75","1.077,25","1.063,00","-","-1,05%"
"06.03.2018","1.074,75","1.076,75","1.077,75","1.070,25","-","-0,19%"
"05.03.2018","1.076,75","1.073,50","1.079,25","1.066,50","-","0,63%"
"02.03.2018","1.070,00","1.067,75","1.082,50","1.063,75","-","0,23%"
"01.03.2018","1.067,50","1.055,00","1.068,50","1.050,75","-","1,18%"
"28.02.2018","1.055,00","1.049,00","1.059,00","1.046,25","-","0,57%"
"27.02.2018","1.049,00","1.046,25","1.055,75","1.043,75","-","0,26%"
"26.02.2018","1.046,25","1.051,25","1.059,50","1.045,75","-","0,89%"
"23.02.2018","1.037,00","1.031,50","1.039,50","1.028,50","-","0,53%"
"22.02.2018","1.031,50","1.034,00","1.037,00","1.027,25","-","-0,24%"
"21.02.2018","1.034,00","1.025,75","1.038,25","1.019,25","-","0,80%"
"20.02.2018","1.025,75","1.021,25","1.039,00","1.021,25","-","0,44%"
"19.02.2018","1.021,25","1.021,25","1.021,25","1.021,25","-","0,00%"
"18.02.2018","1.021,25","1.021,25","1.021,25","1.021,25","-","0,00%"
"16.02.2018","1.021,25","1.024,00","1.028,25","1.013,00","-","-0,27%"
"15.02.2018","1.024,00","1.017,00","1.024,50","1.015,75","-","0,69%"
"14.02.2018","1.017,00","1.010,75","1.019,50","1.006,00","-","0,62%"
"13.02.2018","1.010,75","1.001,25","1.013,50","998,75","-","0,95%"
"12.02.2018","1.001,25","996,00","1.004,25","989,00","-","1,75%"
"09.02.2018","984,00","987,50","989,50","979,75","-","-0,35%"
"08.02.2018","987,50","984,00","995,75","978,00","-","0,36%"
"07.02.2018","984,00","987,00","993,75","982,00","-","-0,30%"
"06.02.2018","987,00","970,25","987,50","967,75","-","1,73%"
"05.02.2018","970,25","978,50","978,50","969,50","-","-0,84%"
"04.02.2018","978,50","978,50","978,50","978,50","-","0,00%"
"02.02.2018","978,50","984,75","986,25","977,00","-","-0,63%"
"01.02.2018","984,75","996,75","996,75","977,50","-","-1,20%"
"31.01.2018","996,75","999,50","1.002,00","989,25","-","-0,28%"
"30.01.2018","999,50","991,25","1.004,75","988,50","-","0,83%"
"29.01.2018","991,25","991,75","998,75","986,25","-","0,53%"
"26.01.2018","986,00","991,25","995,50","983,75","-","-0,53%"
"25.01.2018","991,25","990,25","1.001,50","987,00","-","0,10%"
"24.01.2018","990,25","985,75","994,75","980,25","-","0,46%"
"23.01.2018","985,75","983,25","988,75","979,50","-","0,25%"
"22.01.2018","983,25","980,50","987,25","980,25","-","0,79%"
"19.01.2018","975,50","972,50","982,75","972,00","-","0,31%"
"18.01.2018","972,50","968,75","974,75","966,50","-","0,34%"
"17.01.2018","969,25","966,75","969,25","961,25","-","0,26%"
"16.01.2018","966,75","965,50","970,00","963,25","-","0,44%"
"12.01.2018","962,50","949,00","962,50","944,50","-","1,42%"
"11.01.2018","949,00","954,50","957,50","949,00","-","-0,58%"
"10.01.2018","954,50","963,25","963,50","951,75","-","-0,91%"
"09.01.2018","963,25","967,00","968,25","961,25","-","-0,39%"
"08.01.2018","967,00","970,00","971,50","960,50","-","-0,28%"
"05.01.2018","969,75","967,25","976,75","967,25","-","0,26%"
"04.01.2018","967,25","969,00","969,00","959,25","-","-0,18%"
"03.01.2018","969,00","965,50","970,00","963,50","-","0,36%"
"02.01.2018","965,50","967,50","970,00","958,75","-","0,31%"
"29.12.2017","962,50","956,50","963,50","955,00","-","0,63%"
"28.12.2017","956,50","966,25","967,75","955,00","-","-1,01%"
"27.12.2017","966,25","969,25","975,50","965,50","-","-0,31%"
"26.12.2017","969,25","964,00","973,75","964,00","-","2,02%"
"22.12.2017","950,10","947,88","959,12","946,62","-","0,18%"
"21.12.2017","948,38","953,38","956,62","948,12","-","-0,60%"
"20.12.2017","954,12","955,88","959,88","953,38","-","-0,18%"
"19.12.2017","955,88","962,12","964,12","955,12","-","-0,60%"
"18.12.2017","961,62","969,88","970,12","957,38","-","-0,60%"
"15.12.2017","967,38","967,88","972,12","964,12","-","-0,02%"
"14.12.2017","967,62","979,88","980,88","966,62","-","-1,22%"
"13.12.2017","979,62","977,12","981,38","976,12","-","0,38%"
"12.12.2017","975,88","982,12","986,12","975,38","-","-0,66%"
"11.12.2017","982,38","988,88","988,88","981,62","-","-0,71%"
"08.12.2017","989,38","991,88","996,38","986,12","-","-0,28%"
"07.12.2017","992,12","1.003,88","1.006,38","988,38","-","-1,10%"
"06.12.2017","1.003,12","1.008,12","1.014,12","995,12","-","-0,52%"
"05.12.2017","1.008,38","999,12","1.014,88","997,62","-","0,98%"
"04.12.2017","998,62","998,38","1.008,38","996,88","-","0,43%"
"01.12.2017","994,38","986,88","995,88","985,62","-","0,89%"
"30.11.2017","985,62","992,62","992,88","985,12","-","-0,71%"
"29.11.2017","992,62","992,88","996,38","989,38","-","-0,03%"
"28.11.2017","992,88","995,62","995,88","987,62","-","-0,35%"
"27.11.2017","996,38","993,88","1.001,38","990,62","-","0,33%"
"24.11.2017","993,12","994,88","999,62","991,12","-","-0,43%"
"22.11.2017","997,38","987,88","999,38","987,62","-","0,81%"
"21.11.2017","989,38","989,62","991,12","986,38","-","-0,05%"
"20.11.2017","989,88","989,88","991,88","983,12","-","-0,07%"
"17.11.2017","990,62","972,62","991,88","971,62","-","1,90%"
"16.11.2017","972,12","976,38","978,38","970,38","-","-0,41%"
"15.11.2017","976,12","969,12","977,88","968,12","-","0,88%"
"14.11.2017","967,62","975,12","977,12","967,12","-","-0,69%"
"13.11.2017","974,38","987,12","990,12","973,88","-","-1,29%"
"10.11.2017","987,12","985,88","990,75","983,88","-","0,23%"
"09.11.2017","984,88","998,12","1.007,62","983,62","-","-1,35%"
"08.11.2017","998,38","996,00","999,38","994,88","-","0,23%"
"07.11.2017","996,12","994,38","998,62","991,38","-","0,23%"
"06.11.2017","993,88","987,12","995,62","985,38","-","0,66%"
"03.11.2017","987,38","998,62","998,88","985,88","-","-1,18%"
"02.11.2017","999,12","990,12","1.000,38","990,12","-","0,78%"
"01.11.2017","991,38","984,75","994,88","983,88","-","0,69%"
"31.10.2017","984,62","984,38","988,38","982,12","-","0,02%"
"30.10.2017","984,38","986,88","993,25","983,12","-","1,00%"
"27.10.2017","974,62","970,62","976,62","969,88","-","0,41%"
"26.10.2017","970,62","975,88","978,62","970,62","-","-0,51%"
"25.10.2017","975,62","975,88","983,12","975,38","-","0,02%"
"24.10.2017","975,38","979,88","982,88","972,88","-","-0,53%"
"23.10.2017","980,62","977,12","982,88","975,12","-","0,20%"
"20.10.2017","978,62","985,38","993,88","978,62","-","-0,81%"
"19.10.2017","986,62","983,38","988,88","983,38","-","0,25%"
"18.10.2017","984,12","985,38","988,38","981,88","-","-0,03%"
"17.10.2017","984,38","989,38","990,38","982,62","-","-0,61%"
"16.10.2017","990,38","997,88","998,75","990,38","-","-0,90%"
"13.10.2017","999,38","990,88","1.003,12","990,38","-","0,73%"
"12.10.2017","992,12","964,88","997,38","961,88","-","2,77%"
"11.10.2017","965,38","965,62","967,38","963,38","-","-0,05%"
"10.10.2017","965,88","966,25","975,62","964,38","-","-0,08%"
"09.10.2017","966,62","974,38","976,88","965,38","-","-0,59%"
"06.10.2017","972,38","967,88","972,88","963,62","-","0,44%"
"05.10.2017","968,12","958,38","970,88","957,88","-","1,02%"
"04.10.2017","958,38","955,62","961,62","952,88","-","0,34%"
"03.10.2017","955,12","956,38","961,12","952,62","-","-0,21%"
"02.10.2017","957,12","967,38","967,88","956,38","-","-1,01%"
"29.09.2017","966,88","959,12","975,88","955,38","-","0,76%"
"28.09.2017","959,62","964,88","965,88","957,62","-","-0,57%"
"27.09.2017","965,12","963,12","968,38","958,12","-","0,18%"
"26.09.2017","963,38","971,62","974,12","962,62","-","-0,82%"
"25.09.2017","971,38","983,38","985,62","971,12","-","-1,32%"
"22.09.2017","984,38","969,62","986,88","969,12","-","1,39%"
"21.09.2017","970,88","970,12","972,88","963,12","-","0,08%"
"20.09.2017","970,12","966,88","973,88","964,88","-","0,47%"
"19.09.2017","965,62","968,12","971,62","958,62","-","-0,18%"
"18.09.2017","967,38","966,62","976,38","966,62","-","-0,15%"
"15.09.2017","968,88","975,38","977,50","967,38","-","-0,77%"
"14.09.2017","976,38","960,88","978,12","960,38","-","1,64%"
"13.09.2017","960,62","949,62","963,38","946,88","-","1,05%"
"12.09.2017","950,62","960,38","965,62","938,62","-","-1,02%"
"11.09.2017","960,38","964,62","968,62","957,00","-","-0,16%"
"08.09.2017","961,88","967,88","976,62","961,88","-","-0,70%"
"07.09.2017","968,62","971,38","977,25","965,88","-","-0,22%"
"06.09.2017","970,75","967,62","976,62","964,88","-","0,30%"
"05.09.2017","967,88","953,38","973,38","952,62","-","2,00%"
